StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q13,Q5,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,1_Q16_First Click,1_Q16_Last Click,1_Q16_Page Submit,1_Q16_Click Count,1_Q10_1,2_Q16_First Click,2_Q16_Last Click,2_Q16_Page Submit,2_Q16_Click Count,2_Q10_1,3_Q16_First Click,3_Q16_Last Click,3_Q16_Page Submit,3_Q16_Click Count,3_Q10_1,4_Q16_First Click,4_Q16_Last Click,4_Q16_Page Submit,4_Q16_Click Count,4_Q10_1,5_Q16_First Click,5_Q16_Last Click,5_Q16_Page Submit,5_Q16_Click Count,5_Q10_1,6_Q16_First Click,6_Q16_Last Click,6_Q16_Page Submit,6_Q16_Click Count,6_Q10_1,7_Q16_First Click,7_Q16_Last Click,7_Q16_Page Submit,7_Q16_Click Count,7_Q10_1,8_Q16_First Click,8_Q16_Last Click,8_Q16_Page Submit,8_Q16_Click Count,8_Q10_1,9_Q16_First Click,9_Q16_Last Click,9_Q16_Page Submit,9_Q16_Click Count,9_Q10_1,10_Q16_First Click,10_Q16_Last Click,10_Q16_Page Submit,10_Q16_Click Count,10_Q10_1,11_Q16_First Click,11_Q16_Last Click,11_Q16_Page Submit,11_Q16_Click Count,11_Q10_1,12_Q16_First Click,12_Q16_Last Click,12_Q16_Page Submit,12_Q16_Click Count,12_Q10_1,13_Q16_First Click,13_Q16_Last Click,13_Q16_Page Submit,13_Q16_Click Count,13_Q10_1,14_Q16_First Click,14_Q16_Last Click,14_Q16_Page Submit,14_Q16_Click Count,14_Q10_1,15_Q16_First Click,15_Q16_Last Click,15_Q16_Page Submit,15_Q16_Click Count,15_Q10_1,PROLIFIC_PID
2019-02-23 20:11:59,2019-02-23 20:12:41,IP Address,94.9.145.173,100,41,True,2019-02-23 20:12:41,R_29v2m6nQ2kZ3MHY,,,,,51.434906005859375,0.3513031005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c48ca83416c110001e94a25
2019-02-23 20:13:11,2019-02-23 20:13:28,IP Address,94.8.183.223,100,16,True,2019-02-23 20:13:28,R_2X506wAzu61ZbS2,,,,,51.6266937255859375,-3.480194091796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bfb235518430e0001867abd
2019-02-23 20:11:17,2019-02-23 20:14:46,IP Address,86.172.125.129,100,208,True,2019-02-23 20:14:47,R_PMQTWuNZFeXga4h,,,,,53.726104736328125,-1.8415985107421875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c698d07effdaa0001d791cd,25,Female,8.68,34.194,35.991,6,No,0.811,4.095,5.178,3,-21,0.566,9.847,10.006,7,0,0.429,2.346,3.305,3,24,0.537,4.906,6.438,4,22,0.528,6.001,6.641,5,100,0.82,5.388,5.688,4,100,0.491,3.676,4.155,4,34,0.382,4.116,4.461,7,25,1.673,33.243,33.694,5,61,0.449,6.202,6.514,6,63,0.575,2.658,4.626,4,-100,0.209,3.937,4.266,6,-100,0.814,5.096,6.594,3,59,0.352,1.636,2.001,3,100,0.484,2.965,2.993,4,100,5c698d07effdaa0001d791cd
2019-02-23 20:13:01,2019-02-23 20:14:58,IP Address,92.24.86.188,100,116,True,2019-02-23 20:14:59,R_3MakR8jmuCxVqID,,,,,51.0720977783203125,-4.0211944580078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bd45977b0bcff0001a85ec2,23,Male,1.88,21.298,21.702,5,No,1.928,1.928,2.626,1,6,2.052,2.052,2.781,1,91,2.827,2.827,3.506,1,51,2.198,2.198,2.912,1,28,2.095,2.095,2.733,1,93,5.46,5.46,6.515,1,66,1.625,1.625,5.159,1,60,2.019,3.569,4.388,2,59,2.451,2.451,3.55,1,-41,2.07,2.773,3.08,2,33,1.786,1.786,2.639,1,-97,1.666,1.666,2.525,1,-100,1.972,1.972,3.371,1,31,1.925,1.925,2.808,1,86,3.865,5.353,6.014,2,86,5bd45977b0bcff0001a85ec2
2019-02-23 20:14:56,2019-02-23 20:15:25,IP Address,86.10.219.228,100,29,True,2019-02-23 20:15:25,R_BJrCoEkbHdo9Qjv,,,,,51.634002685546875,-3.9485015869140625,anonymous,EN,I consent to participate.,Yes,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b55d570d5ae71000102fb6e
2019-02-23 20:15:13,2019-02-23 20:15:31,IP Address,86.150.5.125,100,17,True,2019-02-23 20:15:32,R_1cUNC8SmY4cLZTg,,,,,51.8424072265625,-2.0543060302734375,anonymous,EN,I consent to participate.,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b8bf5dd7b334200011da4aa
2019-02-23 20:15:44,2019-02-23 20:16:11,IP Address,86.150.5.125,100,27,True,2019-02-23 20:16:12,R_3MPYRJBBdTxnzPO,,,,,51.8424072265625,-2.0543060302734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b8bf5dd7b334200011da4aa
2019-02-23 20:13:57,2019-02-23 20:16:30,IP Address,151.231.152.131,100,153,True,2019-02-23 20:16:31,R_23ZZikFJrZeBL9C,,,,,51.2624969482421875,-1.08709716796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c58c3fb46786900016f4aee,20,Female,7.429,31.862,35.466,9,No,0.854,3.689,4.218,5,28,0.492,1.574,2.006,3,100,0.958,1.855,3.389,2,-100,0.778,4.828,6.585,5,-100,1.3,6.035,6.618,10,48,1.099,4.68,5.237,4,57,0.626,5.91,6.571,6,-49,0.419,3.769,4.164,3,-55,0.537,2.167,2.532,3,100,0.401,2.385,2.979,3,-25,0.466,7.068,7.567,4,-17,0.443,6.127,6.564,6,0,0.62,3.17,3.587,4,100,0.371,4.642,5.124,5,16,0.518,2.086,2.532,3,18,5c58c3fb46786900016f4aee
2019-02-23 20:13:38,2019-02-23 20:16:35,IP Address,2.122.218.217,100,177,True,2019-02-23 20:16:36,R_2pXlwjyGSgkP9Xk,,,,,52.9989013671875,-1.1970977783203125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4d8307782a2500019f5bfb,24,Female,6.153,41.458,43.38,9,No,1.116,2.965,4.283,3,-40,3.32,6.07,7.017,3,-68,0.394,5.181,5.636,4,25,0.654,3.088,3.486,4,70,0.655,2.955,3.49,4,100,0.996,4.941,5.565,8,87,0.518,1.866,2.349,2,100,0.933,7.25,7.783,6,66,0.876,4.326,5.659,3,100,0.365,6.797,7.183,5,-65,0.722,2.871,4.039,4,100,1.238,2.706,3.781,3,100,0.874,3.291,4.292,4,41,0.803,2.553,3.019,4,100,1.042,3.227,3.694,2,81,5c4d8307782a2500019f5bfb
2019-02-23 20:13:52,2019-02-23 20:16:38,IP Address,94.8.183.223,100,165,True,2019-02-23 20:16:38,R_1g6XePgVfhXGaBt,,,,,51.6266937255859375,-3.480194091796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bfb235518430e0001867abd,30,Male,1.815,21.193,21.867,14,Yes,0.355,1.584,1.949,3,-100,2.827,4.602,5.384,4,-98,0.451,2.345,2.766,4,100,0.389,4.7,5.285,6,-46,1.661,5.287,5.318,4,100,0.431,2.987,3.619,6,29,0.555,2.23,2.966,5,100,0.522,3.265,3.611,5,27,0.869,3.688,4.85,4,-100,0.371,1.671,2,3,-99,0.47,1.222,2.187,2,36,0.302,2.035,2.07,4,27,0.457,1.705,2.078,3,-56,0.782,2.833,3.939,4,76,0.487,6.454,7.015,6,-18,5bfb235518430e0001867abd
2019-02-23 20:14:06,2019-02-23 20:17:13,IP Address,82.36.174.16,100,187,True,2019-02-23 20:17:14,R_1LFEU3kWedsoJnX,,,,,51.523193359375,-0.157806396484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c3bb90ebfed770001109912,18,Male,3.3,47.576,48.455,7,No,1.253,4.446,5.797,4,-100,0.921,3.481,4.243,3,-100,1.182,3.605,4.518,3,-64,2.29,6.663,7.095,4,-89,1.228,6.423,7.22,4,43,3.028,6.286,7.4,3,15,0.903,4.06,5.088,4,-67,0.694,5.035,5.748,3,-100,0.942,4.23,5.16,3,-100,1.065,3.464,5.363,3,-100,0.597,2.696,3.457,2,82,1.659,4.986,6.119,5,89,1.244,6.578,7.315,5,-81,0.808,4.456,5.268,6,81,0.792,4.791,5.54,7,52,5c3bb90ebfed770001109912
2019-02-23 20:16:22,2019-02-23 20:18:06,IP Address,86.150.5.125,100,103,True,2019-02-23 20:18:07,R_3x5Xemt2iURTZCx,,,,,51.8424072265625,-2.0543060302734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b8bf5dd7b334200011da4aa,18,Female,0.991,20.088,21.804,15,No,0.881,2.001,2.33,4,20,0.573,1.77,2.227,4,68,0.446,3.366,3.436,9,-32,0.447,1.691,2.184,4,-43,0.267,2.218,2.663,4,24,0.522,3.439,3.901,6,56,0.471,2.855,3.357,8,-31,0.531,2.521,2.575,5,-30,0.457,2.445,2.403,5,87,0.588,2.46,3.276,6,-89,0.628,2.973,3.635,3,100,0.468,2.489,3.365,6,100,0.754,1.293,2.212,2,-60,0.637,2.985,3.628,4,28,0.461,3.313,3.627,8,37,5b8bf5dd7b334200011da4aa
2019-02-23 20:15:48,2019-02-23 20:18:24,IP Address,86.153.6.34,100,156,True,2019-02-23 20:18:25,R_2xJ2vQlG8eZshsR,,,,,51.7382965087890625,-2.2209014892578125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b91a32edda28400010e2bc5,25,Female,1.459,34.909,35.417,25,No,1.761,4.774,5.51,3,-90,0.741,3.373,4.156,3,-51,6.7,8.569,10.001,4,55,0.593,4.811,5.245,9,47,0.322,2.57,2.953,5,100,0.383,3.002,3.5,4,100,0.291,1.356,1.64,3,73,0.58,1.728,2.251,3,45,0.548,3.814,4.315,9,-34,10.372,11.557,12.625,3,-68,0.405,1.523,1.925,3,88,0.322,1.505,1.872,3,100,1.131,4.051,4.3,3,10,0.277,1.43,1.778,3,77,6.88,14.615,15.083,4,12,5b91a32edda28400010e2bc5
2019-02-23 20:15:28,2019-02-23 20:18:40,IP Address,82.42.78.73,100,191,True,2019-02-23 20:18:40,R_273t3FIgmopaKrI,,,,,53.3607940673828125,-1.5084075927734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c0fd12ae32f8600016508b6,21,Male,32.765,32.765,33.863,1,No,6.765,6.765,7.913,1,-81,4.215,4.215,5.6,1,30,4.504,4.504,5.822,1,-76,1.845,1.845,3.588,1,-52,8.256,10.236,11.112,2,59,2.453,4.091,4.641,2,15,4.152,4.152,9.193,1,43,8.581,8.581,10.532,1,-78,5.717,8.034,8.646,3,45,2.269,2.269,4.598,1,-65,7.177,7.177,8.431,1,27,2.494,2.494,3.96,1,-27,2.234,2.234,4.276,1,-79,2.449,2.449,4.058,1,14,2.126,2.126,3.806,1,-57,5c0fd12ae32f8600016508b6
2019-02-23 20:14:59,2019-02-23 20:19:06,IP Address,2.27.195.158,100,247,True,2019-02-23 20:19:07,R_273bLEZao7MW4oE,,,,,55.850006103515625,-4.1833038330078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6c188f89d6a400019de8c9,20,Female,2.861,52.181,52.588,23,No,0.561,3.507,3.921,4,69,0.784,3.553,3.996,3,86,0.465,1.733,2.135,2,71,0.208,4.346,5.141,8,60,0.109,2.365,2.825,4,87,0.142,5.597,6.097,8,40,0.606,2.401,3.534,3,86,0.986,9.451,10.31,12,68,0.751,6.488,6.966,10,32,0.093,4.964,5.014,8,64,0.44,3.484,4.537,5,86,0.165,3.103,3.154,7,0,0.257,2.447,4.285,2,-5,0.523,3.943,4.382,4,88,0.097,3.629,3.649,6,1,5c6c188f89d6a400019de8c9
2019-02-23 20:17:53,2019-02-23 20:20:12,IP Address,89.241.150.129,100,138,True,2019-02-23 20:20:12,R_3Op5n5VLBAILAdq,,,,,51.7205963134765625,-0.3148956298828125,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b576548d1b3720001da8272
2019-02-23 20:15:02,2019-02-23 20:20:18,IP Address,82.11.96.176,100,315,True,2019-02-23 20:20:18,R_2qEjKWA6EpRTz4h,,,,,52.1072998046875,-0.46490478515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6ac6565c15a30001448224,19,Female,0.996,140.476,141.055,33,No,0.688,3.636,4.051,4,-35,2.076,6.145,6.657,3,-38,1.543,5.373,5.802,3,81,0.315,5.182,5.653,7,66,0.469,3.534,3.973,3,55,0.436,3.586,4.044,3,28,0.807,3.057,3.402,3,62,1.461,6.827,7.232,8,35,0.584,19.635,20.19,5,-61,4.119,6.567,7.001,3,27,0.83,3.33,3.778,4,46,1.783,4.167,4.648,3,39,1.186,3.668,4.118,3,22,0.988,5.871,6.329,6,82,0.37,1.884,2.333,3,53,5c6ac6565c15a30001448224
2019-02-23 20:19:50,2019-02-23 20:20:21,IP Address,86.26.127.237,100,31,True,2019-02-23 20:20:21,R_2bPmfMKPBVYfhKx,,,,,53.3946075439453125,-2.132904052734375,anonymous,EN,I consent to participate.,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c6bf838cf89090001941c12
2019-02-23 20:19:55,2019-02-23 20:20:36,IP Address,2.96.28.32,100,41,True,2019-02-23 20:20:37,R_2pJpIlRYpgtwCq9,,,,,51.7194061279296875,-3.4302978515625,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c58c5c98b8944000195221f
2019-02-23 20:17:18,2019-02-23 20:22:03,IP Address,92.18.35.30,100,284,True,2019-02-23 20:22:06,R_22mf1l7c8v2UR8J,,,,,51.627593994140625,-1.2989959716796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6e7cc242fe6b000190936a,18,Female,3.868,38.903,40.701,5,No,5.166,8.217,10.014,2,25,2.831,7.375,9.156,2,-63,9.001,9.001,11.174,1,-25,3.372,3.372,4.995,1,-30,5.642,12.817,14.998,4,72,2.47,5.943,7.767,3,88,4.209,5.256,11.509,2,-6,0.747,9.878,11.214,6,-6,0.741,7.197,11.082,2,58,3.275,3.275,4.501,1,-49,4.568,5.775,7.824,2,67,7.851,7.851,9.674,1,85,3.106,3.106,4.615,1,23,0.985,15.024,16.141,4,100,2.594,2.594,3.701,1,100,5c6e7cc242fe6b000190936a
2019-02-23 20:20:45,2019-02-23 20:22:57,IP Address,2.96.28.32,100,132,True,2019-02-23 20:22:58,R_3oNJeuCEdPx0oq6,,,,,51.7194061279296875,-3.4302978515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c58c5c98b8944000195221f,18,Female,1.503,30.457,36.573,13,No,0.485,3.118,3.485,5,-18,0.4,1.734,2.002,3,100,1.021,5.469,6.123,6,-22,0.514,4.862,5.249,6,-39,0.795,2.578,2.945,3,47,0.257,4.423,4.757,5,53,1.612,3.449,3.839,3,74,0.954,2.585,2.619,4,48,0.602,3.286,3.772,4,100,0.48,1.713,2.03,3,100,0.466,2.983,3.331,4,57,0.309,3.258,3.747,7,42,1.616,6.067,6.099,4,-66,1.193,4.044,4.478,5,62,1.652,5.086,5.417,5,62,5c58c5c98b8944000195221f
2019-02-23 20:20:27,2019-02-23 20:23:04,IP Address,86.171.0.103,100,157,True,2019-02-23 20:23:05,R_1Ihi87I9ROmyDLT,,,,,53.761199951171875,-1.797393798828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c60afdb767686000100186d,25,Female,5.841,37.073,38.3,7,No,1.173,1.705,2.986,2,-100,0.886,2.552,3.19,3,-100,0.458,2.458,3.921,3,95,0.696,1.462,2.895,2,66,0.475,1.996,3.218,2,68,2.207,3.247,4.923,2,43,2.749,5.014,6.064,3,39,0.828,3.97,4.583,5,-15,0.742,1.793,3.032,2,12,1.912,3.824,4.896,3,-100,0.565,2.131,2.705,3,46,0.851,2.211,3.749,2,-21,0.617,1.677,3.026,2,-78,0.761,2.551,3.156,3,17,1.884,5.092,5.889,3,-50,5c60afdb767686000100186d
2019-02-23 20:20:20,2019-02-23 20:23:21,IP Address,89.241.150.129,100,181,True,2019-02-23 20:23:21,R_1EgiEFUg2k7vxT2,,,,,51.7205963134765625,-0.3148956298828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b576548d1b3720001da8272,18,Male,1.258,39.003,40.668,12,No,4.654,9.022,9.71,4,14,3.736,5.636,6.759,3,-22,0.324,2.161,2.109,3,-31,3.844,16.908,17.041,8,-62,0.411,6.76,6.799,4,100,6.789,11.959,11.996,5,49,0.289,2.858,2.897,3,-25,0.601,3.352,4.309,4,-44,0.542,2.135,3.893,2,-34,0.695,7.449,10.702,8,-22,0.395,2.808,3.407,3,84,0.399,4.633,4.665,5,55,2.963,5.444,6.076,3,50,0.698,5.349,5.397,4,-13,0.469,2.437,4.107,3,-20,5b576548d1b3720001da8272
2019-02-23 20:18:52,2019-02-23 20:23:32,IP Address,89.243.149.176,100,279,True,2019-02-23 20:23:34,R_aV5OkHC3QEih25b,,,,,53.013702392578125,-1.3538055419921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6d8e875cddf600016fad88,23,Female,3.835,89.325,90.302,13,Yes,0.481,1.565,2.22,2,100,9.382,11.248,11.861,2,84,1.154,4.071,4.632,4,38,0.729,19.929,20.542,6,41,45.676,47.043,47.601,2,100,0.869,2.617,3.246,3,99,0.962,9.477,10.011,3,58,0.994,3.861,4.331,4,26,0.813,2.628,3.073,4,100,0.919,4.198,5.856,3,2,0.357,2.914,4.157,2,15,0.586,2.287,2.788,3,6,0.619,4.804,5.256,8,68,0.952,4.456,4.486,4,36,0.804,3.437,4.336,4,36,5c6d8e875cddf600016fad88
2019-02-23 20:20:34,2019-02-23 20:23:51,IP Address,5.71.149.204,100,197,True,2019-02-23 20:23:51,R_2WBZmjbUUXR2QEx,,,,,53.516693115234375,-1.3166961669921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bdcb73778f91600012bac7a,21,Male,15.611,50.256,50.841,13,No,0.939,8.105,8.837,6,-31,2.316,3.149,3.844,2,-72,0.761,2.681,3.36,3,79,7.979,10.816,11.339,3,61,1.398,2.341,3.05,2,91,0.821,3.265,3.964,5,89,1.014,3.264,4.043,4,82,1.037,2.929,4.95,5,30,2.48,4.715,5.925,5,-69,0.962,2.62,3.15,3,-68,1.839,3.938,4.401,3,100,0.79,3.198,3.946,4,60,1.728,5.563,6.122,4,-38,0.978,2.57,3.299,3,25,0.931,2.536,3.365,3,-48,5bdcb73778f91600012bac7a
2019-02-23 20:21:42,2019-02-23 20:24:01,IP Address,86.168.158.181,100,138,True,2019-02-23 20:24:03,R_1mQ2n99QWBFlUZQ,,,,,54.1667022705078125,-6.483306884765625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5b20ee58f8e50001535d69,18,Female,16.049,36.489,37.811,8,No,0.619,2.551,3.491,3,19,0.448,3.084,3.552,3,15,2.338,3.159,4.191,2,28,0.381,2.987,4.196,4,-45,0.238,1.865,2.912,3,100,0.435,2.944,4.006,5,100,0.426,3.794,5.046,3,-21,1.24,3.008,4.489,4,-34,0.794,1.668,2.144,2,-49,0.869,2.905,3.962,2,-72,0.38,1.713,2.187,3,100,0.391,2.085,2.433,3,100,0.442,1.141,2.295,2,64,0.408,2.499,3.809,4,43,2.232,3.305,3.945,3,-27,5c5b20ee58f8e50001535d69
2019-02-23 20:21:47,2019-02-23 20:25:59,IP Address,213.1.2.121,100,252,True,2019-02-23 20:26:00,R_t0zlp8epA5eYaqd,,,,,53.3970947265625,-2.6981964111328125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5f936dde929b0001a4dfdc,19,Female,24.411,51.578,52.541,13,No,0.504,2.974,3.651,4,100,0.201,2.955,3.482,4,40,0.27,2.223,2.737,4,38,0.596,2.479,3.278,4,88,0.513,2.679,3.241,3,100,0.268,1.549,1.991,3,100,0.282,1.649,2.415,3,68,0.555,2.155,2.668,3,100,16.529,22.398,22.825,6,100,0.539,2.359,3.358,3,39,0.328,1.492,1.921,3,100,1.18,3.178,3.774,4,100,0.289,1.974,2.446,3,18,1.308,3.853,4.792,4,40,3.792,29.476,30.128,4,86,5c5f936dde929b0001a4dfdc
2019-02-23 20:23:36,2019-02-23 20:26:06,IP Address,86.182.112.184,100,149,True,2019-02-23 20:26:07,R_Bs5P5EF5ORq09hv,,,,,54.9774932861328125,-1.5655975341796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c66e8690894a0000191116d,21,Female,28.834,28.834,30.737,1,No,1.869,1.869,3.316,1,-69,2.581,2.581,3.957,1,-58,3.08,3.08,4.683,1,22,2.307,2.307,3.75,1,8,3.568,3.568,4.888,1,-11,3.411,3.411,6.499,1,-37,2.329,3.091,4.776,2,47,1.348,2.455,3.663,2,23,7.916,7.916,9.348,1,19,3.528,3.528,5.929,1,-87,2.335,2.335,4.105,1,-49,2.188,2.188,3.57,1,-72,2.811,2.811,4.458,1,-89,1.534,4.914,5.48,5,46,1.877,1.877,3.344,1,22,5c66e8690894a0000191116d
2019-02-23 20:27:17,2019-02-23 20:28:00,IP Address,31.205.8.119,100,42,True,2019-02-23 20:28:02,R_33Ba8i6lEiPpzlm,,,,,53.7581939697265625,-2.722900390625,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59edbfa216ecc200016ff9c7
2019-02-23 20:24:49,2019-02-23 20:28:21,IP Address,193.61.96.229,100,212,True,2019-02-23 20:28:21,R_2DNcQTQWKQAzj0u,,,,,52.773193359375,-2.310302734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c462ce8a6b7220001e93dfc,22,Female,22.591,26.029,28.336,2,No,4.095,4.095,5.9,1,-18,51.137,53.411,54.503,2,-20,1.553,5.289,6.148,4,48,3.063,3.063,4.205,1,23,2.659,5.091,6.175,4,82,7.784,9.613,10.581,2,27,2.283,2.283,4.267,1,75,2.917,2.917,3.707,1,41,2.797,2.797,3.733,1,-25,2.536,2.536,3.657,1,-80,3.46,3.46,4.783,1,66,2.581,2.581,3.374,1,15,3.352,3.352,4.933,1,-32,2.063,3.048,5.085,2,21,2.383,2.88,4.266,2,16,5c462ce8a6b7220001e93dfc
2019-02-23 20:25:27,2019-02-23 20:28:25,IP Address,176.27.243.193,100,177,True,2019-02-23 20:28:25,R_323L8OT0GaFeqgj,,,,,55.850006103515625,-4.1833038330078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b277a3f621f180001249984,24,Female,9.13,19.677,21.686,3,No,2.566,2.566,3.681,1,-20,1.905,4.213,5.288,4,-59,1.599,1.599,2.443,1,-49,2.384,3.48,4.645,2,-100,2.651,2.651,3.536,1,-99,1.489,1.489,2.397,1,-94,2.519,2.519,4.437,1,-84,1.462,3.765,4.374,4,-92,2.003,2.003,3.502,1,-40,1.001,5.178,5.968,5,-57,1.416,1.416,2.382,1,-64,1.151,3.609,4.487,2,-99,1.697,1.697,2.556,1,-36,1.205,1.205,2.264,1,-23,1.682,3.007,3.801,2,49,5b277a3f621f180001249984
2019-02-23 20:25:48,2019-02-23 20:28:28,IP Address,86.147.3.57,100,160,True,2019-02-23 20:28:28,R_1Op1PJkPg9skuic,,,,,53.9308013916015625,-0.8152008056640625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6d8dd91ec591000174dcbc,25,Male,8.277,24.054,24.784,4,No,0.595,3.711,4.143,3,31,1.863,5.387,5.945,5,82,0.774,3.396,4.813,4,72,0.779,1.472,2.881,2,82,0.645,3.312,3.849,4,100,1.063,3.263,3.847,4,100,1.047,2.018,2.597,2,82,0.742,1.425,2.801,2,78,1.436,3.151,3.691,3,20,1.042,3.275,3.87,4,67,2.188,3.876,5.885,3,50,0.876,3.731,5.492,2,87,1.139,4.083,5.507,3,-27,0.947,1.713,3.227,2,43,0.505,2.581,2.617,4,65,5c6d8dd91ec591000174dcbc
2019-02-23 20:25:23,2019-02-23 20:28:36,IP Address,86.181.172.208,100,193,True,2019-02-23 20:28:37,R_3NCGqCZ2OxguLz4,,,,,51.6519927978515625,-0.194305419921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a68c9f763394a000155cbea,24,Male,36.603,36.603,41.339,1,No,6.61,6.61,8.363,1,-54,3.366,3.366,4.794,1,-57,2.518,2.518,3.747,1,14,2.038,2.038,3.101,1,6,4.601,4.601,5.624,1,39,2.127,2.127,3.001,1,16,2.869,4.388,5.446,2,83,2.047,2.047,3.826,1,4,2.36,2.36,3.269,1,-53,2.449,2.449,3.767,1,-17,4.293,8.365,9.8,2,24,2.636,2.636,4.661,1,21,2.937,2.937,4.038,1,-15,4.573,4.573,5.858,1,49,3.462,3.462,4.79,1,24,5a68c9f763394a000155cbea
2019-02-23 20:28:19,2019-02-23 20:29:12,IP Address,2.30.54.138,100,52,True,2019-02-23 20:29:12,R_eFL1Tf0Q5a9qi5z,,,,,52.587005615234375,-0.2389984130859375,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3cda8f2f40b30001b07ff5
